시설물라벨명칭,시설물종류명,시설물용도분류명,시설물물품구분,지번주소명,도로명주소명,경도,위도,좌표,사용유형분류명,시설물상태,접속포트,시설물설치일,센터분류명,지구분류명,아이콘지아이에스표출여부,이전전시설물유형,번호인식카메라여부,완제품구분,비상벨현장단말전화번호,비상벨센터단말전화번호,관리지역분류명,비상벨여부,경찰지구대,등록일시,수정일시,행정동분류명,행정동,씨씨티브이방향각지원여부,관리번호,행정동명
C181042(SC142) - 마곡서로 연결녹지40호 앞,CTV,POC,방범용,마곡동 323-6 ,마곡서로 연결녹지40호 앞,126.8242006,37.57158452,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150060300.0,,Y,C181042,
C181037(SC105) - 마곡중앙3로 N3(종교 부지) 앞 삼거리,CTV,POC,방범용,마곡동 725-60 ,마곡중앙3로 N3(종교 부지) 앞 삼거리,126.8186764,37.56297426,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150062000.0,,Y,C181037,
C181038(SC107) - 마곡서1로 111-15단지 건너편,CTV,POC,방범용,마곡동 731-120 ,마곡서1로 111-15단지 건너편,126.8174734,37.56668985,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150063000.0,,Y,C181038,
C181039(SC117) - 마곡서1로와 공항대로 교차 사거리,CTV,POC,방범용,마곡동 730-314 ,마곡서1로와 공항대로 교차 사거리,126.8199303,37.56018283,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150062000.0,,Y,C181039,
C181057(SC113) - 마곡서1로 근린공원3호 하단부,CTV,POC,방범용,마곡동 730-611 ,마곡서1로 근린공원3호 하단부,126.820029,37.5554986,0.0,Y,0.0,,2017-06-30,KSG,77.0,Y,,N,S,181057,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150061100.0,,Y,C181057,
C181041(SC141) - 마곡서로 185-1,CTV,POC,방범용,마곡동 317-1 ,마곡서로 185-1,126.8252937,37.57091702,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150060300.0,,Y,C181041,
C181043(SC143) - 양천로30길 연결녹지38호 앞,CTV,POC,방범용,마곡동 222-41 ,양천로30길 연결녹지38호 앞,126.822772,37.57302974,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150060300.0,,Y,C181043,
C181038(SC107) - 마곡서1로 111-15단지 건너편(보조1) (9시 방화대로),CTV,POC,방범용,마곡동 731-120,마곡서1로 111-15단지 건너편,126.8174734,37.56668985,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150063000.0,,N,C181038,
C181042(SC142) - 마곡서로 연결녹지40호 앞(보조1) (11시 신안빌라1동),CTV,POC,방범용,마곡동 323-6 ,마곡서로 연결녹지40호 앞,126.8242006,37.57158452,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150060300.0,,N,C181042,
C181043(SC143) - 양천로30길 연결녹지38호 앞(보조1) (6시 마곡동 우편취급국),CTV,POC,방범용,마곡동 222-41 ,양천로30길 연결녹지38호 앞,126.822772,37.57302974,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150060300.0,,N,C181043,
C181041(SC141) - 마곡서로 185-1(보조1) (7시엠벨리4단지),CTV,POC,방범용,마곡동 317-1 ,마곡서로 185-1,126.8252937,37.57091702,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150060300.0,,N,C181041,
C181039(SC117) - 마곡서1로와 공항대로 교차 사거리(보조1) (3시 마곡역),CTV,POC,방범용,마곡동 730-314 ,마곡서1로와 공항대로 교차 사거리,126.8199303,37.56018283,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150062000.0,,N,C181039,
C181057(SC113) - 마곡서1로 근린공원3호 하단부(보조1) (12시 반야정사),CTV,POC,방범용,마곡동 730-611 ,마곡서1로 근린공원3호 하단부,126.820029,37.5554986,0.0,Y,0.0,,2017-06-30,KSG,77.0,Y,,N,S,181057,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150061100.0,,N,C181057,
P183002(SC공원02) - 마곡중앙5로 근린공원2호 내,CTV,PPC,공원방범,마곡동 731-59 ,마곡중앙5로 근린공원2호 내,126.8224723,37.56673216,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150063000.0,,Y,P183002,
P183004(SC공원07) - 마곡서로 어린이공원 3호 내,CTV,PPC,공원방범,마곡동 333 ,마곡서로 어린이공원 3호 내,126.8246221,37.57066982,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150060300.0,,Y,P183004,
P183001(SC공원01) - 마곡중앙5로 근린공원2호 내,CTV,PPC,공원방범,마곡동 731-171 ,마곡중앙5로 근린공원2호 내,126.821458,37.56651227,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150063000.0,,Y,P183001,
P183003(SC공원06) - 마곡중앙5로 소공원1호 내,CTV,PPC,공원방범,마곡동 731-62 ,마곡중앙5로 소공원1호 내,126.8219222,37.56777456,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-28 02:08:00,2020-10-14 15:15:00,1150063000.0,,Y,P183003,
C241016(A1112)_우장산동 84-19화곡로방향,CTV,POC,방범용,우장산동 84-19,화곡로41길 30,126.8438244,37.54672503,0.0,Y,0.0,,2012-04-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,5.0,2016-07-26 02:08:00,2020-10-14 15:15:00,1150054000.0,,Y,C241016,
C291018_화곡동 1114-29(보조1) - 강서 동도센트리움 오피스텔 방향,CTV,POC,방범용,화곡동 1114-29,공항대로46길 13,126.853702,37.554708,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,2.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150059100.0,,N,C291018,
C161017_등촌동 532-1(보조1) (7시 태진아파트),CTV,POC,방범용,등촌동 532-1,,126.862523,37.550494,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,8.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150053000.0,,N,C161017,
B1009_보라유치원 - 카메라 1,CTV,POC,방범용,등촌3동 694 보라유치원,공항대로39길 100,126.84662,37.563328,0.0,D,0.0,,,KSG,77.0,Y,,N,S,121009,777002.0,KSG,N,6.0,2016-02-12 02:08:00,2016-10-18 17:38:00,,,N,,
B1009_보라유치원,CTV,POC,방범용,,,,,0.1,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-02-12 02:08:00,2016-10-18 17:38:00,,,N,,
C161018_등촌2동 520-6(보조1) (2시),CTV,POC,방범용,등촌2동 520-6,등촌로51나길29,126.8605845,37.54803806,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,8.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150053000.0,,N,C161018,
C191014_발산1동 682(고정1) (4시 발산1동 681-25 방향),CTV,POC,방범용,발산1동 682,공항대로36가길 56-6,126.83285,37.55387,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,10.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150061100.0,,N,C191014,
C311035_화곡동 56-23(고정2) 화곡본-1 공영주차장 방향,CTV,POC,방범용,화곡동 56-23, 초록마을로18길 36,126.8489997,37.54053377,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,2.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150059000.0,,N,C311035,
C151014_등촌동 654-58(고정1) (1시 화곡로64길 89앞 삼거리),CTV,POC,방범용,등촌동 654-58,공항대로51길 17,126.857614,37.555221,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,7.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150052000.0,,Y,C151014,
C201024_방화동 857(보조1) - 카메라 1,CTV,POC,방범용,방화동 857,방화대로34길 113,126.8225225,37.57165478,0.0,D,1.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-02-05 14:30:00,2019-03-06 10:56:00,1150060300.0,,N,C201024,
C251051_화곡동 358-15(고정1) - 카메라 1,CTV,POC,방범용,화곡동 358-15,강서로15길 132,126.838302,37.531509,0.0,D,1.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,5.0,2016-02-05 14:30:00,2019-03-06 10:56:00,1150054000.0,,Y,C251051,화곡1동
C311035_화곡동 56-23(고정1) 초록마을로 18길 21 밀레니엄 빌라 방향,CTV,POC,방범용,화곡동 56-23, 초록마을로18길 36,126.8489997,37.54053377,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,2.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150059000.0,,N,C311035,
C151014_등촌동 654-58(고정2) (10시 GS25 앞 삼거리),CTV,POC,방범용,등촌동 654-58,공항대로51길 17,126.857614,37.555221,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,7.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150052000.0,,Y,C151014,
C301020_화곡동 341-43(고정1) - 강서로 12길 15-24 방향,CTV,POC,방범용,화곡동 341-43,강서로12길 15-18,126.847704,37.532006,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,3.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150059300.0,,N,C301020,
C191014_발산1동 682(고정2) (9시 승석하이츠빌라),CTV,POC,방범용,발산1동 682,공항대로36가길 56-6,126.83285,37.55387,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,10.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150061100.0,,N,C191014,
C151015_등촌동 712 (고정1) (10시 등촌1동 637-12 방향),CTV,POC,방범용,등촌동 712,양천로62길 41,126.860079,37.556082,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,7.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150052000.0,,Y,C151015,
C221007_방화3동 353-2(고정1)방화동동일스위트리버아파트방향,CTV,POC,방범용,방화3동 353-2,금낭화로24길 33-17,126.8151708,37.57850785,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,11.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150064100.0,,N,C221007,
C201025_방화동 607-143(고정2) (9시 금성교회),CTV,POC,방범용,방화동 607-143,방화동로12가길 8,126.8140937,37.56630197,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150063000.0,,N,C201025,
C221009_방화동 136-10(고정1)코알라어린이집방향,CTV,POC,방범용,방화동 835-9,방화대로50길 16,126.8181186,37.5765097,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,11.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150064100.0,,N,C221009,
C141022_공항동 45-88(고정1) (7시 공항대로),CTV,POC,방범용,공항동 45-88,공항대로3길 11,126.810112,37.562049,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150062000.0,,N,C141022,
C201022_방화동 485-3(보조1) (12시 방화월드메르디앙아파트 101동),CTV,POC,방범용,방화동 485-3,양천로11길 14,126.8099149,37.57406737,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150063000.0,,N,C201022,
C141019_공항동 52-16(보조1) (2시 송정제이빌아파트),CTV,POC,방범용,공항동 52-16,송정로 59,126.8100332,37.56002175,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150062000.0,,N,C141019,
C201027_방화동 499-1 개화초등학교 옆(고정1) - 카메라 1,CTV,POC,방범용,방화동499-1,양천로13,126.8050737,37.57341261,0.0,D,1.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-02-05 14:30:00,2019-03-06 10:56:00,1150063000.0,,N,C201027,
C201026_방화동 249-156(공항교회 뒤)(고정1) (6시 방화동로12길 연결),CTV,POC,방범용,방화동 249-156,초원로14길 25,126.8140643,37.56718471,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150063000.0,,N,C201026,
C201025_방화동 607-143(고정1) (5시 방화동로12가길24 방향),CTV,POC,방범용,방화동 607-143,방화동로12가길 8,126.8140937,37.56630197,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150063000.0,,N,C201025,
C221007_방화3동 353-2(고정2)금낭화로24길29-5방향,CTV,POC,방범용,방화3동 353-2,금낭화로24길 33-17,126.8151708,37.57850785,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,11.0,2016-02-05 14:30:00,2020-10-14 15:15:00,1150064100.0,,N,C221007,
C141023_공항동 18-30,CTV,POC,방범용,공항동 18-30,방화대로21길69,126.8127983,37.56376266,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-05-17 02:08:00,2020-10-14 15:15:00,1150062000.0,,N,C141023,
C111011_가양1동 130-3,CTV,POC,방범용,가양1동130-3,강서로74길21,126.8423744,37.56723453,0.0,D,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,2016-05-17 02:08:00,2019-03-06 10:56:00,1150060300.0,,Y,C111011,
C201028_방화1동 251-27,CTV,POC,방범용,방화1동 251-27,방화대로35길28,126.8149841,37.56958225,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-05-17 02:08:00,2020-10-14 15:15:00,1150063000.0,,N,C201028,
C211025_방화2동 553-22,CTV,POC,방범용,방화2동 553-22,양천로14나길7,126.8095318,37.57080109,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-05-17 02:08:00,2020-10-14 15:15:00,1150064000.0,,Y,C211025,
C201028_방화동 251-27(보조1),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-17 02:08:00,2016-10-18 17:38:00,,,N,,
C141024_공항동 651-6(보조1),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-17 02:08:00,2016-10-18 17:38:00,1150062000.0,,N,,
C141023_공항동 18-30(보조1),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-17 02:08:00,2016-10-18 17:38:00,1150062000.0,,N,,
C201028_방화동 251-27(보조2),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-17 02:08:00,2016-10-18 17:38:00,,,N,,
C181035(SC127)-마곡중앙로 단지 건너편,CTV,POC,방범용,마곡동 721-7 ,마곡중앙로 단지 건너편,126.82653,37.55827,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-02-17 02:08:00,2020-10-14 15:15:00,1150061100.0,,N,C181035,
A3003_화곡2동 865-2,CTV,POC,방범용,화곡2동 865-2,곰달래로45길 15,126.8565083,37.5330681,0.0,D,1.0,,2012-04-01,KSG,77.0,Y,,N,S,113003,777002.0,KSG,N,3.0,2016-02-19 02:08:00,2019-03-06 10:56:00,1150055000.0,,N,C261012,
C181012(SC112)-방화대로34길 55 앞 2단지 건너편,CTV,POC,방범용,마곡동 731-215,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,181012,777002.0,KSG,N,6.0,2016-02-27 02:08:00,2020-10-14 15:15:00,1150063000.0,,Y,C181012,
C181012(SC112)-방화대로34길 55 앞 2단지 건너편(보조1) (11시 강서통합관제센터),CTV,POC,방범용,마곡동 731-215,방화대로34길 55 앞 2단지 건너편,126.8191316,37.57018761,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,181012,777002.0,KSG,N,6.0,2016-02-27 02:08:00,2020-10-14 15:15:00,1150063000.0,,N,C181012,
B1008_등촌동 82-1_유석초등학교 - 카메라 1,CTV,POC,방범용,등촌3동 82-1 유석초등학교,화곡로69길 9,126.853156,37.561213,0.0,D,0.0,,,KSG,77.0,Y,,N,S,121008,777002.0,KSG,N,6.0,2016-03-10 02:08:00,2016-10-18 17:38:00,,,N,,
C181009(SC204) - 공항대로 마곡역 건너 연결녹지22호 앞,CTV,POC,방범용,마곡동 727-1102 ,공항대로 마곡역 건너 연결녹지22호 앞,126.8272275,37.56018408,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-21 02:09:00,2020-10-14 15:15:00,1150060300.0,,Y,C181009,
C181007(SC129) - 마곡동 727-709 마곡역 앞,CTV,POC,방범용,마곡동 727-709,공항대로 마곡역 앞,126.8258808,37.5601133,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-21 02:09:00,2020-10-14 15:15:00,1150060300.0,,Y,C181007,
C181010(SC301) - 마곡중앙로 연구단지D6 앞,CTV,POC,방범용,마곡동 229-8,마곡중앙로 연구단지D6 앞,126.8291774,37.57254354,0.0,Y,0.0,,2016-02-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-21 02:09:00,2020-10-14 15:15:00,1150060300.0,,Y,C181010,
(교체예정)C181046(SC212) - 공항대로 국제업무단지 C6 앞,CTV,POC,방범용,마곡동 727-1161 ,공항대로 국제업무단지 C6 앞,126.8321317,37.55937142,0.0,D,0.0,,2016-11-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-21 02:09:00,2019-03-06 10:56:00,,,Y,C181046,
C181010(SC301) - 마곡중앙로 연구단지D6 앞(보조1) (사거리횡단보도),CTV,POC,방범용,마곡동 229-8,마곡중앙로 연구단지D6 앞,126.8291774,37.57254354,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-21 02:09:00,2020-10-14 15:15:00,1150060300.0,,N,C181010,
C181009(SC204) - 공항대로 마곡역 건너 연결녹지22호 앞(보조1) (카메라앞 횡단보도),CTV,POC,방범용,마곡동,공항대로 마곡역 건너 연결녹지22호 앞,126.8272275,37.56018408,0.0,Y,0.0,,2016-02-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-21 02:09:00,2020-10-14 15:15:00,1150060300.0,,N,C181009,
C181020(SC306) - 마곡중앙로 지원시설용지DS3 앞(보조1),CTV,POC,방범용,마곡동 766,마곡중앙로 국제업무단지 CP2 앞,126.828197,37.5669586,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-21 02:09:00,2020-10-14 15:15:00,1150060300.0,,N,C181020,
(설치예정)C181007(SC129) - 마곡동 727-709 마곡역 앞(보조1),CTV,POC,방범용,마곡동 727-709,공항대로 마곡역 앞,126.8258808,37.5601133,0.0,D,1.0,,2015-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-21 02:09:00,2020-08-13 12:31:00,1150060300.0,,N,C181007,
C181013(SC120) - 방화대로34길 12 서울마곡유치원 앞 공원,CTV,POC,방범용,마곡동 731-233 ,방화대로34길 12 서울마곡유치원 앞 공원,126.8183593,37.56919168,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-29 02:09:00,2020-10-14 15:15:00,1150063000.0,,Y,C181013,
C181014(SC136) - 마곡중앙로 국제업무단지 C3 앞,CTV,POC,방범용,마곡동 287-3,마곡중앙로 국제업무단지 C3 앞,126.8278667,37.56843498,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-29 02:09:00,2020-10-14 15:15:00,1150060300.0,,Y,C181014,
C181013(SC120) - 방화대로34길 12 서울마곡유치원 앞 공원(보조1),CTV,POC,방범용,마곡동,방화대로34길 12 서울마곡유치원 앞 공원,126.8183593,37.56919168,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-04-29 02:09:00,2020-10-14 15:15:00,1150063000.0,,N,C181013,
172.24.187.7 - 카메라 - 01,CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-12 02:08:00,2016-10-18 17:38:00,,,N,,
C151013_등촌동 647-14(고정1),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-12 02:08:00,2016-10-18 17:38:00,,,N,,
C301023_화곡8동 337-7,CTV,POC,방범용,화곡8동 337-7,강서로18가길 37-10,126.8457693,37.5354247,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,3.0,2016-05-24 02:08:00,2020-10-14 15:15:00,1150059300.0,,Y,C301023,
C261017_화곡2동 161-7,CTV,POC,방범용,화곡2동 161-7,곰달래로31마길43,126.853763,37.534382,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,3.0,2016-05-28 02:08:00,2020-10-14 15:15:00,1150055000.0,,Y,C261017,
C261017_화곡2동 161-7(보조1) 제일스카이빌 (곰달래로 31마길 33) 방향,CTV,POC,방범용,화곡2동 161-7,곰달래로31마길43,126.853763,37.534382,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,3.0,2016-05-28 02:08:00,2020-10-14 15:15:00,1150055000.0,,N,C261017,
A1057_방화1동 873 - 카메라 1,CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-06-02 02:08:00,2016-10-18 17:38:00,1150063000.0,,N,,
G9004_우장산동 1028-12 (그린파킹),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-06-08 02:08:00,2016-10-18 17:38:00,1150061500.0,,N,,
G9003_우장산동 1028-41 (그린파킹),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-06-17 02:08:00,2016-10-18 17:38:00,1150061500.0,,N,,
C271015_화곡동 1024-19,CTV,POC,방범용,화곡3동 1024-19,화곡로21길87,126.8357735,37.54480371,0.0,Y,0.0,,2015-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,9.0,2016-06-21 02:08:00,2020-10-14 15:15:00,1150056000.0,,Y,C271015,
어린이체험관(4F),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-06-25 02:08:00,2016-10-18 17:38:00,,,Y,,
어린이체험관(2F),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-06-25 02:08:00,2016-10-18 17:38:00,,,Y,,
C181018 - SC공원관리사무소01,CTV,POC,방범용,마곡동 730-569 ,공원관리사무소,126.8213388,37.55656303,0.0,Y,0.0,,2016-07-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-07-22 02:08:00,2020-10-14 15:15:00,1150062000.0,,N,C181018,
C111011_가양동 130-3(보조2),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-17 02:08:00,2016-10-18 17:38:00,,,N,,
P313002(A5032)_(공원)_봉제산공원 배드민턴장,CTV,PPC,공원방범,화곡동 산 46-4 봉제산공원 뒤쪽 화장실, 초록마을로15길,126.8549546,37.54196042,0.0,Y,0.0,,2012-12-01,KSG,77.0,Y,,N,S,115032,777002.0,KSG,N,2.0,2015-08-12 00:01:00,2020-10-14 15:15:00,1150059000.0,,Y,P313002,화곡본동
A2038_화곡1동 362-102(보조1) - 카메라 1,CTV,POC,방범용,,,126.839853,37.53369,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,,2015-10-30 00:01:00,2016-10-18 17:38:00,1150054000.0,,N,,
어린이체험관(2F),CTV,POC,방범용,마곡동 731-272,,126.817055,37.570606,0.0,Y,1.0,,,KSG,77.0,Y,,N,S,888888,777002.0,KSG,,,2015-08-25 09:22:00,2020-10-14 15:15:00,1150063000.0,,N,,
C181024(SC125) - 마곡서1로 140-24,CTV,POC,방범용,가양1동 348-3,양천로30길 103,126.8212193,37.56848708,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2020-10-14 15:15:00,1150063000.0,,Y,C181024,
C181024(SC125) - 마곡서1로 140-24(보조1) (3시 경남아파트),CTV,POC,방범용,가양1동 348-3,양천로30길 103,126.8212193,37.56848708,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2020-10-14 15:15:00,1150063000.0,,N,C181024,
SC135 - 마곡중앙로 161과 마곡서로 교차 사거리 - 카메라 1,CTV,POC,방범용,가양1동 354,마곡서로 175,126.82493,37.568348,0.0,D,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2019-03-06 10:56:00,1150060300.0,,Y,SC135,
C181025(SC135) - 마곡중앙로 161과 마곡서로 교차 사거리(보조1) (6시 엠벨리7단지),CTV,POC,방범용,마곡동 365-25,,126.82493,37.568348,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2020-10-14 15:15:00,1150060300.0,,N,C181025,
(교체예정) C181022(SC121) - 마곡중앙5로 마곡중학교 맞은편,CTV,POC,방범용,가양1동 731-73,마곡중앙5로 58,126.8219122,37.56700386,0.0,D,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2019-03-06 10:56:00,1150063000.0,,Y,C181022,
