시설물라벨명칭,시설물종류명,시설물용도분류명,시설물물품구분,지번주소명,도로명주소명,경도,위도,좌표,사용유형분류명,시설물상태,접속포트,시설물설치일,센터분류명,지구분류명,아이콘지아이에스표출여부,이전전시설물유형,번호인식카메라여부,완제품구분,비상벨현장단말전화번호,비상벨센터단말전화번호,관리지역분류명,비상벨여부,경찰지구대,등록일시,수정일시,행정동분류명,행정동,씨씨티브이방향각지원여부,관리번호,행정동명
C181022(SC121) - 마곡중앙5로 마곡중학교 맞은편(보조1) (9시 신방화역),CTV,POC,방범용,가양1동 731-73,마곡중앙5로 58,126.8219122,37.56700386,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2020-10-14 15:15:00,1150063000.0,,N,C181022,
(교체예정)C181026(SC106) - 마곡서1로 8단지 공원부지앞 삼거리,CTV,POC,방범용,가양1동 731-91,마곡서1로 100,126.8192682,37.56513188,0.0,D,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2019-03-06 10:56:00,1150063000.0,,Y,C181026,
SC109 - 마곡중앙5로와 마곡서1로 교차 사거리 - 카메라 1,CTV,POC,방범용,가양1동 736,마곡서1로 132,126.81881,37.56762,0.0,D,1.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2019-03-06 10:56:00,1150063000.0,,Y,SC109,
C181021(SC109) - 마곡중앙5로와 마곡서1로 교차 사거리(보조1) (9시 신방화역4번출구),CTV,POC,방범용,가양1동 736,마곡서1로 132,126.81881,37.56762,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2020-10-14 15:15:00,1150063000.0,,N,C181021,
C181021(SC109) - 마곡중앙5로와 마곡서1로 교차 사거리(보조2) (12시 엠벨리2.3단지 사이길),CTV,POC,방범용,가양1동 736,마곡서1로 132,126.81881,37.56762,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,6.0,,2020-10-14 15:15:00,1150063000.0,,N,C181021,
P183011(SC공원11) - 마곡중앙3로 어린이공원6호 앞(보조1),CTV,PPC,공원방범,마곡동 397-1,,126.8225987,37.56340356,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2015-08-06 00:01:00,2020-10-14 15:15:00,1150060300.0,,N,P183011,
C181027(SC118) - 마곡서1로와 마곡중앙3로 교차 사거리(보조3) (6시 엠벨리10.11단지),CTV,POC,방범용,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.8211573,37.56283533,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2015-08-06 00:01:00,2020-10-14 15:15:00,1150062000.0,,Y,C181027,
C181028(SC130) - 마곡서로와 마곡중앙3로 교차 사거리(보조1) (6시 마곡역1번출구),CTV,POC,방범용,마곡동,마곡서로와 마곡중앙3로 교차 사거리,126.8238831,37.56191357,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2015-08-06 00:01:00,2020-10-14 15:15:00,1150060300.0,,N,C181028,
C181027(SC118) - 마곡서1로와 마곡중앙3로 교차 사거리(보조1) (12시 엠벨리6단지),CTV,POC,방범용,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.8211573,37.56283533,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2015-08-06 00:01:00,2020-10-14 15:15:00,1150062000.0,,N,C181027,
C301022_화곡8동 408-30(고정1) 탑건 진선미 아파트 방향,CTV,POC,방범용,화곡8동 408-30,초록마을로 162-13,126.84634,37.53677,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,3.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150059300.0,,N,C301022,
C301022_화곡8동 408-30(고정2) 초록마을로 162-19 승진주택 방향,CTV,POC,방범용,화곡8동 408-30,초록마을로 162-13,126.84634,37.53677,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,3.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150059300.0,,N,C301022,
C201027_방화동 499-1 개화초등학교 옆(고정1) (6시 개화초등학교정문),CTV,POC,방범용,방화동499-1,강서로33길93,126.8050842,37.57347168,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,9.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150056000.0,,N,C201027,
C311019_화곡본동 50-19(고정1) 좌측은 초록마을로7길2방향 우측은 까치산로12길51방향,CTV,POC,방범용,화곡본동 50-19,까치산로12길 61,126.848695,37.5429107,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,2.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150059000.0,,N,C311019,
"C301021_화곡8동 158-18(고정1) 소공원, 안골 어린이공원 방향",CTV,POC,방범용,화곡8동 158-18,곰달래로31길 39,126.85128,37.53255,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,3.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150059300.0,,N,C301021,
C301021_화곡8동 158-18(고정2) 곰달래로 방향,CTV,POC,방범용,화곡8동 158-18,곰달래로31길 39,126.85128,37.53255,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,3.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150059300.0,,N,C301021,
C311019_화곡본동 50-19(고정2) 좌측은 초록마을로9길20방향 우측은 초록마을로9길62-1방향,CTV,POC,방범용,화곡본동 50-19,까치산로12길 61,126.848695,37.5429107,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,2.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150059000.0,,N,C311019,
C311020_화곡본동 59-36(고정1) 비둘기공원 방향,CTV,POC,방범용,화곡본동 59-36,까치산로10길 57-5,126.8475248,37.54179116,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,3.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150059000.0,,N,C311020,화곡본동
C311020_화곡본동 59-36(고정2) 까치산로10길 57-18부근 대동빌라 방향,CTV,POC,방범용,화곡본동 59-36,까치산로10길 57-5,126.8475248,37.54179116,0.0,D,1.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,2.0,2016-05-18 02:08:00,2020-04-10 00:31:00,1150059000.0,,N,C311020,화곡본동
A1057_방화1동 873(보조1),CTV,POC,방범용,,,,,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-18 02:08:00,2016-10-18 17:38:00,1150063000.0,,N,,
C271016_화곡3동 1044-29(고정1) 화곡역 방향,CTV,POC,방범용,화곡동 1044-29,강서로33길94,126.834722,37.540784,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,9.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150056000.0,,N,C271016,
C241026_우장산동 1064(보조1)화곡역 2번출구방향,CTV,POC,방범용,우장산동 1064,강서로174,126.84032,37.5426096,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,10.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150061500.0,,N,C241026,
C151013_등촌1동 647-24(고정1),CTV,POC,방범용,등촌1동 647-14,공항대로59길32-9,126.8637597,37.5531398,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,7.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150052000.0,,N,C151013,
C211025_방화2동 553-22(보조1)도시개발공사12단지아파트방향,CTV,POC,방범용,방화2동 553-22,양천로14나길7,126.8095318,37.57080109,0.0,Y,0.0,,2016-05-01,KSG,77.0,Y,,N,S,,777002.0,KSG,N,4.0,2016-05-18 02:08:00,2020-10-14 15:15:00,1150064000.0,,N,C211025,
C181015(SC103) - 공항대로 10-2단지 앞,CTV,POC,방범용,마곡동 730-310 ,,126.8180714,37.56039969,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-16 11:31:00,2020-10-14 15:15:00,1150062000.0,,Y,C181015,
C181002(A8029)_마곡동 429 벽산아파트 101동 (양천로47길118),CTV,POC,방범용,마곡동 37-3,,126.8365824,37.57568999,0.0,Y,0.0,,2012-12-01,KSG,77.0,Y,,N,S,114035,777002.0,KSG,,6.0,,2020-10-14 15:15:00,1150060300.0,,Y,C181002,
C111004_가양1동 151-11 상아맨션2차 주변 (강서로76길7),CTV,POC,방범용,가양1동 151-11 상아맨션2차 주변,강서로76길7,126.84223,37.56932,0.0,Y,0.0,,2013-12-01,KSG,77.0,Y,,N,S,118030,777002.0,KSG,,6.0,,2020-10-14 15:15:00,1150060300.0,,Y,C111004,
C111006_가양1동 1459 동신대아파트 102동 뒤 산책로 (강서로532),CTV,POC,방범용,가양1동 1459 동신대아아파트 102동 뒤 산책로,강서로532,126.8444268,37.57336178,0.0,Y,0.0,,2013-12-01,KSG,77.0,Y,,N,S,118032,777002.0,KSG,,6.0,,2020-10-14 15:15:00,1150060300.0,,Y,C111006,가양1동
C111005_가양1동 1459 동신대아아파트 상가앞 (강서로532),CTV,POC,방범용,가양1동 1459 동신대아아파트 상가 앞,강서로532,126.84272,37.572647,0.0,Y,0.0,,2013-12-01,KSG,77.0,Y,,N,S,118031,777002.0,KSG,,6.0,,2020-10-14 15:15:00,1150060300.0,,Y,C111005,
C111007_가양1동 1460 한강타운아파트 111동 앞 산책로 (허준로23),CTV,POC,방범용,가양동 1459-3,,126.8464005,37.57204152,0.0,Y,0.0,,2013-12-01,KSG,77.0,Y,,N,S,118033,777002.0,KSG,,6.0,,2020-10-14 15:15:00,1150060300.0,,Y,C111007,
C191003_발산1동 695-1(보조1) (5시 대성유니트아파트),CTV,POC,방범용,발산1동 695-1,강서로47마길 37-4,126.83173,37.551506,0.0,Y,0.0,,2013-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,,,2015-04-29 10:48:00,2020-10-14 15:15:00,1150061100.0,,N,C191003,발산1동
C241015_우장산동 73-79,CTV,POC,방범용,우장산동 73-79,화곡로43가길 11,126.84499,37.54749,0.0,D,1.0,,2010-03-01,KSG,77.0,Y,,N,S,111111,777002.0,KSG,,10.0,,2019-03-06 10:56:00,1150061500.0,,Y,C241015,
P223003_방화3동 842 옹기골근린공원2,CTV,PPC,공원방범,방화동 842,양천로 149,126.8207764,37.57382708,0.0,Y,0.0,,2013-12-01,KSG,77.0,Y,,N,S,116053,777002.0,KSG,,9.0,2015-09-15 00:01:00,2020-10-14 15:15:00,1150064100.0,,Y,P223003,방화3동
C181016(SC203) - 공항대로 국제업무단지 C9 앞,CTV,POC,방범용,마곡동 727-1108 ,공항대로 국제업무단지 C9 앞,126.828928,37.55932396,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-16 11:31:00,2020-10-14 15:15:00,1150061100.0,,Y,C181016,
C181008(SC140) - 마곡중앙5로1길 연구단지D2 앞,CTV,POC,방범용,마곡동 307-2,마곡중앙5로1길 연구단지D2 앞,126.8266914,37.57195253,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-16 11:31:00,2020-10-14 15:15:00,1150060300.0,,Y,C181008,
C181017(SC205) - 공항대로 연결녹지 29 건너편,CTV,POC,방범용,마곡동 727-1117 ,공항대로 연결녹지 29 건너편,126.8296546,37.55972918,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,181017,777002.0,KSG,N,,2016-05-16 11:31:00,2020-10-14 15:15:00,1150060300.0,,Y,C181017,
C181008(SC140) - 마곡중앙5로1길 연구단지D2 앞(보조1)  (3시 롯데중앙연구소),CTV,POC,방범용,마곡동,마곡중앙5로1길 연구단지D2 앞,126.8266914,37.57195253,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-16 11:31:00,2020-10-14 15:15:00,1150060300.0,,N,C181008,
C181016(SC203) - 공항대로 국제업무단지 C9 앞(보조1) (3시 발산역),CTV,POC,방범용,마곡동,공항대로 국제업무단지 C9 앞,126.828928,37.55932396,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-16 11:31:00,2020-10-14 15:15:00,1150061100.0,,N,C181016,
C181015(SC103) - 공항대로 10-2단지 앞(보조1) (3시 마곡역),CTV,POC,방범용,마곡동 730-310,공항대로 10-2단지 앞,126.8180714,37.56039969,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-16 11:31:00,2020-10-14 15:15:00,1150062000.0,,N,C181015,
C181014(SC136) - 마곡중앙로 국제업무단지 C3 앞(보조1) (6시 마곡나루역),CTV,POC,방범용,마곡동,마곡중앙로 국제업무단지 C3 앞,126.8278667,37.56843498,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-16 11:31:00,2020-10-14 15:15:00,1150060300.0,,N,C181014,
C181017(SC205)  - 공항대로 연결녹지 29 건너편(보조1) (4시 발산역),CTV,POC,방범용,마곡동,공항대로 연결녹지 29 건너편,126.8296546,37.55972918,0.0,Y,0.0,,2015-12-10,KSG,77.0,Y,,N,S,,777002.0,KSG,N,,2016-05-16 11:31:00,2020-10-14 15:15:00,1150060300.0,,N,C181017,
C271004(A1090)_화곡3동 1033-43,CTV,POC,방범용,화곡3동 1033-43,강서로33가길 47,126.83752,37.54369,0.0,D,1.0,,2010-03-01,KSG,77.0,Y,,N,S,111090,777002.0,KSG,,9.0,,2019-07-21 00:31:00,1150056000.0,,Y,C271004,
노후교체-A1087_화곡3동 1014-35,CTV,POC,방범용,화곡3동 1014-35,강서로45가길 44 ,126.835495,37.546047,0.0,D,1.0,,2010-03-01,KSG,77.0,Y,,N,S,111087,777002.0,KSG,,9.0,,2019-03-06 10:56:00,1150056000.0,,Y,C271001,
C271003(A1089)_화곡3동 1020-3(보조1) 건형센스빌 (강서로37길 56) 방향,CTV,POC,방범용,화곡3동 1020-3,강서로37길 38,126.83524,37.54366,0.0,Y,0.0,,2013-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,,9.0,,2020-10-14 15:15:00,1150056000.0,,Y,C271003,
C271011(A4021)_화곡3동 1050-33 (구1065-19),CTV,POC,방범용,화곡3동 1065-19,강서로33길 12 ,126.83927,37.542034,0.0,Y,0.0,,2012-12-01,KSG,77.0,Y,,N,S,114021,777002.0,KSG,,9.0,,2020-10-14 15:15:00,1150056000.0,,Y,C271011,
C271013_화곡3동 1009-8,CTV,POC,방범용,화곡3동 1009-8,강서로43다길28,126.834854,37.54708,0.0,Y,0.0,,2013-12-01,KSG,77.0,Y,,N,S,,777002.0,KSG,,9.0,,2020-10-14 15:15:00,1150056000.0,,Y,C271013,
C291015[경찰방범]_화곡6동 978-28,CTV,POC,방범용,화곡동 978-28,화곡로44가길 52-24,126.84981,37.549343,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,2.0,,2020-10-14 15:15:00,1150059100.0,,Y,C291015,
C251043(A7009)[경찰방범]_화곡1동 355-12,CTV,POC,방범용,화곡동 355-12,곰달래로15가길 34-16,126.83867,37.531303,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,5.0,,2020-10-14 15:15:00,1150054000.0,,Y,C251043,
C291014[경찰방범]_화곡6동 989-17,CTV,POC,방범용,화곡동 989-17,화곡로53나길 15,126.84661,37.550755,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,2.0,,2020-10-14 15:15:00,1150059100.0,,Y,C291014,
C271012(A7010)[경찰방범]_화곡3동 1012-3,CTV,POC,방범용,화곡동 1012-3,강서로45다길 27,126.8349182,37.54672244,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,9.0,,2020-10-14 15:15:00,1150056000.0,,Y,C271012,
C311027[경찰방범]_화곡본동 58-11,CTV,POC,방범용,화곡동 58-11,초록마을로14길 44,126.84806,37.54088,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,2.0,,2020-10-14 15:15:00,1150059000.0,,Y,C311027,
C161014[경찰방범]_등촌2동 365-86,CTV,POC,방범용,등촌동 365-86,공항대로58나길 40-29,126.85842,37.55097,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,8.0,,2020-10-14 15:15:00,1150053000.0,,Y,C161014,
C301018[경찰방범]_화곡8동 339-19,CTV,POC,방범용,화곡동 339-19,강서로18가길 16,126.84681,37.535088,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150059300.0,,Y,C301018,
C251044[경찰방범]화곡1동 424-65,CTV,POC,방범용,화곡동 424-65,곰달래로17길 27,126.84092,37.531525,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,5.0,,2020-10-14 15:15:00,1150054000.0,,Y,C251044,
C211014[경찰방범]_방화2동 612-172,CTV,POC,방범용,방화동 612-2,개화동로29길 49,126.809814,37.563763,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,4.0,,2020-10-14 15:15:00,1150064000.0,,Y,C211014,
C221003[경찰방범]_방화3동 132-71,CTV,POC,방범용,방화동 132-80,방화대로52길 22 ,126.81781,37.57768,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,11.0,,2020-10-14 15:15:00,1150064100.0,,Y,C221003,
C201016[경찰방범]_방화1동 611-174,CTV,POC,방범용,방화동 611-174,방화대로23길 70,126.812775,37.564285,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,4.0,,2020-10-14 15:15:00,1150063000.0,,Y,C201016,
C251042(A7008)[경찰방범]_화곡1동 936-4,CTV,POC,방범용,화곡동 936-4,강서로7길 136,126.84022,37.528767,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,5.0,,2020-10-14 15:15:00,1150054000.0,,Y,C251042,
C141018[경찰방범]_공항동 66-96,CTV,POC,방범용,공항동 66-96,남부순환로3길 7,126.80864,37.55897,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,4.0,,2020-10-14 15:15:00,1150062000.0,,Y,C141018,
C201015[경찰방범]_방화1동 608-40,CTV,POC,방범용,방화동 608-40,방화동로12길 37,126.81467,37.56663,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,4.0,,2020-10-14 15:15:00,1150063000.0,,Y,C201015,
A7002_화곡1동 343-41 - 카메라 1,CTV,POC,방범용,화곡1동 343-41,곰달래로 119,126.845955,37.53074,0.0,D,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,5.0,,2016-10-18 17:38:00,1150054000.0,,N,,
C201014[경찰방범]_방화1동 608-89,CTV,POC,방범용,방화동 608-89,초원로16길 35,126.81523,37.56591,0.0,Y,0.0,,,KSG,77.0,Y,,N,S,,777002.0,KSG,,4.0,,2020-10-14 15:15:00,1150063000.0,,Y,C201014,
C261012(A3003)_화곡2동 865-2,CTV,POC,방범용,화곡동 865-2,곰달래로45길 15 ,126.8565083,37.5330681,0.0,Y,0.0,,2011-11-01,KSG,77.0,Y,,N,S,112013,777002.0,KSG,,8.0,,2020-10-14 15:15:00,1150053000.0,,Y,C261012,
C191008_발산1동 223-4(남부순환로 19길 50),CTV,POC,방범용,발산1동 223-4,남부순환로 19길 50,126.8240832,37.54665725,0.0,Y,0.0,,2012-04-01,KSG,77.0,Y,,N,S,,777002.0,KSG,,6.0,,2020-10-14 15:15:00,,,Y,C191008,
C141014(A2008)_공항동 60-38,CTV,POC,방범용,등촌2동 522-23,등촌로39길 42,126.80982,37.558514,0.0,D,1.0,,2012-12-01,KSG,77.0,Y,,N,S,113029,777002.0,KSG,,3.0,,2020-06-06 00:31:00,1150057000.0,,Y,C141014,
C301017(A4032)_화곡8동 394-18,CTV,POC,방범용,화곡8동 394-18,강서로18길 62-4,126.84889,37.53471,0.0,Y,0.0,,2012-12-01,KSG,77.0,Y,,N,S,114032,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150059300.0,,Y,C301017,
C301015(A4030)_화곡8동 155-18,CTV,POC,방범용,화곡8동 155-18,강서로18바길 10,126.84995,37.535496,0.0,Y,0.0,,2012-12-01,KSG,77.0,Y,,N,S,114030,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150059300.0,,Y,C301015,
C301016(A4031)_화곡8동 893-1,CTV,POC,방범용,화곡8동 893-1,강서로5길 64,126.84936,37.529385,0.0,Y,0.0,,2012-12-01,KSG,77.0,Y,,N,S,114031,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150059300.0,,Y,C301016,
C301019(A8022)_화곡8동 342-68,CTV,POC,방범용,화곡8동342-68,강서로12길14-33,126.848526,37.53135,0.0,Y,0.0,,2013-12-01,KSG,77.0,Y,,N,S,118022,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150059300.0,,Y,C301019,
C301006_화곡8동 392-1,CTV,POC,방범용,화곡8동 392-1,강서로16길 48 ,126.84876,37.533466,0.0,D,1.0,,2009-11-01,KSG,77.0,Y,,N,S,111128,777002.0,KSG,,3.0,,2019-08-14 18:07:00,1150059300.0,,N,C301006,
C301008(A1130)_화곡8동 409-48,CTV,POC,방범용,화곡8동 409-48,초록마을로22길 97,126.84638,37.538136,0.0,D,1.0,,2010-03-01,KSG,77.0,Y,,N,S,111130,777002.0,KSG,,3.0,,2019-08-14 18:07:00,1150059300.0,,Y,C301008,
A1131_화곡8동 410-199 - 카메라 1,CTV,POC,방범용,화곡8동 410-199,초록마을로28길 15-16,126.848724,37.53771,0.0,D,1.0,,2009-11-01,KSG,77.0,Y,,N,S,111131,777002.0,KSG,,3.0,,2019-03-06 10:56:00,1150059300.0,,N,C301009,
C301010_화곡8동 888-1,CTV,POC,방범용,화곡8동 888-1,국회대로7길 185,126.850716,37.52885,0.0,D,1.0,,2010-08-01,KSG,77.0,Y,,N,S,,777002.0,KSG,,3.0,,2019-03-06 10:56:00,1150059300.0,,Y,C301010,
C301007_화곡8동 408-19,CTV,POC,방범용,화곡8동 408-19,초록마을로34길 30 ,126.84555,37.536987,0.0,D,1.0,,2009-11-01,KSG,77.0,Y,,N,S,111129,777002.0,KSG,,3.0,,2019-08-18 12:31:00,1150059300.0,,Y,C301007,
C301011(A1133)_화곡8동 895-1,CTV,POC,방범용,화곡8동 895-1,곰달래로28길 10 ,126.85042,37.53035,0.0,D,1.0,,2010-03-01,KSG,77.0,Y,,N,S,111133,777002.0,KSG,,3.0,,2019-03-06 10:56:00,1150059300.0,,Y,C301011,
C301013(A3018)_화곡8동 398-17,CTV,POC,방범용,화곡8동 398-17,강서로18다길 10,126.847626,37.534657,0.0,Y,0.0,,2011-04-01,KSG,77.0,Y,,N,S,113018,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150059300.0,,Y,C301013,
A3022_화곡본동 410-206 - 카메라 1,CTV,POC,방범용,화곡본동 410-206,초록마을로26길 27-13,126.84928,37.53853,0.0,D,0.0,,,KSG,77.0,Y,,N,S,113022,777002.0,KSG,,2.0,,2016-10-18 17:38:00,1150059000.0,,Y,,
C181044(SC110) - 방화대로 강서통합관제센터 앞,CTV,POC,방범용,마곡동 731-274,방화대로 334 강서통합관제센터 앞,126.816897,37.5706645,0.0,Y,0.0,,2012-04-01,KSG,77.0,Y,,N,S,113017,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150059300.0,,Y,C181044,
C301014(A4029)_화곡8동 409-249,CTV,POC,방범용,화곡8동 409-249,초록마을로32길 33,126.84738,37.53816,0.0,Y,0.0,,2012-12-01,KSG,77.0,Y,,N,S,114029,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150059300.0,,Y,C301014,
C301001_화곡8동 151-14,CTV,POC,방범용,화곡8동 151-14,강서로18바길 22-26,126.850494,37.536743,0.0,D,1.0,,2009-11-01,KSG,77.0,Y,,N,S,111123,777002.0,KSG,,3.0,,2019-03-06 10:56:00,1150059300.0,,N,C301001,
C301005(A1127)_화곡8동 391-52,CTV,POC,방범용,화곡8동 391-52,곰달래로25길 8-14,126.84995,37.53113,0.0,D,1.0,,2010-03-01,KSG,77.0,Y,,N,S,111127,777002.0,KSG,,3.0,,2019-08-14 18:07:00,1150059300.0,,N,C301005,
C301002_화곡8동 158-1,CTV,POC,방범용,화곡8동 158-1,곰달래로27길 60  ,126.85029,37.53358,0.0,D,1.0,,2009-11-01,KSG,77.0,Y,,N,S,111124,777002.0,KSG,,3.0,,2019-03-06 10:56:00,1150059300.0,,Y,C301002,
노후교체-C301004_화곡8동 332-6,CTV,POC,방범용,화곡8동 332-6,강서로18라길 27,126.8479,37.535595,0.0,D,1.0,,2009-11-01,KSG,77.0,Y,,N,S,111126,777002.0,KSG,,3.0,,2019-03-06 10:56:00,1150059300.0,,Y,C301004,
C301003(A1125)_화곡8동 159-55,CTV,POC,방범용,화곡8동 159-55,강서로12길 68,126.85077,37.532166,0.0,D,1.0,,2010-03-01,KSG,77.0,Y,,N,S,111125,777002.0,KSG,,3.0,,2019-08-14 18:07:00,1150059300.0,,Y,C301003,
P123001_가양2동 1481-1 풀피리어린이공원(녹지과),CTV,PPC,공원방범,가양동 1481-1,허준로 176,126.85455,37.563747,0.0,Y,0.0,,2014-12-01,KSG,77.0,Y,,N,S,119024,777002.0,KSG,,6.0,,2020-10-14 15:15:00,1150060400.0,가양2동,Y,P123001,
P293001_화곡6동 980-2 백연어린이공원(녹지과),CTV,PPC,공원방범,화곡6동 980-2,까치산로 145,126.85188,37.55067,0.0,Y,0.0,,2014-12-01,KSG,77.0,Y,,N,S,119021,777002.0,KSG,,2.0,,2020-10-14 15:15:00,1150059100.0,,Y,P293001,
P213001_방화2동 583 새싹어린이교통공원,CTV,PPC,공원방범,방화2동 583,양천로14길 85,126.809425,37.56948,0.0,Y,0.0,,2014-12-01,KSG,77.0,Y,,N,S,119027,777002.0,KSG,,4.0,,2020-10-14 15:15:00,1150064000.0,방화2동,Y,P213001,
P203001_방화1동 266-24 쌈지어린이공원(녹지과),CTV,PPC,공원방범,방화1동 266-24,양천로24가길 59,126.81482,37.57133,0.0,Y,0.0,,2014-12-01,KSG,77.0,Y,,N,S,119026,777002.0,KSG,,4.0,,2020-10-14 15:15:00,1150063000.0,,Y,P203001,
P263001_화곡2동 845-19 뜸부기어린이공원,CTV,PPC,공원방범,화곡2동 845-19,강서로5라길 160,126.856926,37.530087,0.0,Y,0.0,,2014-12-01,KSG,77.0,Y,,N,S,119023,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150055000.0,,Y,P263001,
P223001_방화3동 799 느티어린이공원(녹지과),CTV,PPC,공원방범,방화3동 799,금낭화로 232,126.81031,37.57936,0.0,Y,0.0,,2014-12-01,KSG,77.0,Y,,N,S,119025,777002.0,KSG,,11.0,,2020-10-14 15:15:00,1150064100.0,,Y,P223001,
P263002_화곡2동 883-3 하마터어린이공원,CTV,PPC,공원방범,화곡동 883-3,곰달래로36길 22,126.8534461,37.52999848,0.0,Y,0.0,,2014-12-01,KSG,77.0,Y,,N,S,119022,777002.0,KSG,,3.0,,2020-10-14 15:15:00,1150055000.0,,Y,P263002,
