"합계",광진구,자양1동,24156,0.57,42379,23710,0.57,41596
"합계",광진구,자양2동,26893,1.68,16008,26016,1.68,15486
"합계",광진구,자양3동,29475,1.20,24563,28957,1.20,24131
"합계",광진구,자양4동,23000,1.16,19828,21526,1.16,18557
"합계",동대문구,소계,363023,14.22,25537,357014,14.22,25114
"합계",동대문구,회기동,13114,0.76,17255,12663,0.76,16662
"합계",동대문구,휘경1동,16508,0.63,26203,15362,0.63,24384
"합계",동대문구,휘경2동,25068,1.05,23874,24992,1.05,23802
"합계",동대문구,청량리동,21808,1.20,18173,20432,1.20,17027
"합계",동대문구,용신동,32144,1.61,19965,32602,1.61,20250
"합계",동대문구,제기동,27364,1.18,23190,27017,1.18,22896
"합계",동대문구,전농1동,31075,1.19,26113,30722,1.19,25817
"합계",동대문구,전농2동,19990,0.86,23244,19449,0.86,22615
"합계",동대문구,답십리2동,30486,0.85,35866,29486,0.85,34689
"합계",동대문구,장안1동,39153,1.25,31322,39287,1.25,31430
"합계",동대문구,장안2동,33045,1.09,30317,33339,1.09,30586
"합계",동대문구,이문1동,22311,1.04,21453,21205,1.04,20389
"합계",동대문구,이문2동,21174,0.69,30687,20947,0.69,30358
"합계",동대문구,답십리1동,29783,0.81,36769,29511,0.81,36433
"합계",중랑구,소계,402024,18.50,21736,399562,18.50,21603
"합계",중랑구,면목2동,25942,0.73,35537,25214,0.77,32745
"합계",중랑구,면목4동,20052,1.10,18229,19270,0.87,22149
"합계",중랑구,면목5동,9825,0.64,15352,14661,0.70,20944
"합계",중랑구,면목7동,22200,0.87,25517,22714,1.20,18928
"합계",중랑구,상봉1동,25499,0.85,29999,24912,0.88,28309
"합계",중랑구,상봉2동,19844,0.68,29182,20214,0.65,31098
"합계",중랑구,중화1동,20916,0.68,30759,20400,0.64,31875
"합계",중랑구,중화2동,27274,0.98,27831,26073,1.01,25815
"합계",중랑구,묵1동,36016,1.20,30013,35588,1.20,29657
"합계",중랑구,묵2동,19901,0.70,28430,19672,0.67,29361
"합계",중랑구,망우3동,17941,0.99,18122,17508,0.92,19030
"합계",중랑구,신내1동,40854,2.53,16148,39831,2.56,15559
"합계",중랑구,신내2동,21905,0.99,22126,21302,0.93,22905
"합계",중랑구,면목본동,36195,1.01,35837,35424,0.84,42171
"합계",중랑구,면목3.8동,26589,1.67,15922,25995,1.63,15948
"합계",중랑구,망우본동,31071,2.88,10789,30784,3.03,10160
"합계",성북구,소계,454744,24.57,18505,447056,24.58,18190
"합계",성북구,돈암1동,15921,0.49,32492,15379,0.49,31386
"합계",성북구,돈암2동,25028,0.48,52142,24686,0.48,51429
"합계",성북구,안암동,17502,1.33,13159,16580,1.33,12466
"합계",성북구,보문동,16653,0.56,29738,16123,0.56,28791
"합계",성북구,정릉1동,19455,0.44,44216,18929,0.44,43020
"합계",성북구,정릉2동,23834,1.17,20371,23736,1.17,20287
"합계",성북구,정릉3동,17233,3.71,4645,16847,3.71,4541
"합계",성북구,정릉4동,26792,3.13,8560,25993,3.13,8304
"합계",성북구,길음1동,37082,0.79,46939,36568,0.79,46289
"합계",성북구,길음2동,16620,0.58,28655,17167,0.58,29598
"합계",성북구,월곡1동,27523,0.81,33979,27108,0.81,33467
"합계",성북구,월곡2동,20509,1.36,15080,20396,1.36,14997
"합계",성북구,장위1동,20592,0.70,29417,20449,0.70,29213
"합계",성북구,장위2동,13972,0.67,20854,14106,0.67,21054
"합계",성북구,장위3동,17580,0.65,27046,17359,0.65,26706
"합계",성북구,성북동,17584,2.86,6148,17404,2.86,6085
"합계",성북구,삼선동,26013,0.92,28275,24144,0.92,26243
"합계",성북구,동선동,16276,0.73,22296,16246,0.73,22255
"합계",성북구,종암동,42068,1.46,28814,41353,1.46,28324
"합계",성북구,석관동,36507,1.73,21102,36483,1.73,21088
"합계",강북구,소계,317695,23.60,13462,311569,23.60,13202
"합계",강북구,번1동,19614,0.66,29718,19441,0.66,29456
"합계",강북구,번2동,17102,0.95,18002,16544,0.95,17415
"합계",강북구,번3동,18251,1.10,16592,17605,1.10,16005
"합계",강북구,수유1동,21841,1.67,13078,21468,1.67,12855
"합계",강북구,수유2동,21939,0.57,38489,21595,0.57,37886
"합계",강북구,수유3동,24064,0.72,33422,23907,0.72,33204
"합계",강북구,삼양동,25537,0.91,28063,24742,0.91,27189
"합계",강북구,미아동,22814,0.93,24531,22723,0.93,24433
"합계",강북구,송중동,31153,1.01,30845,30934,1.01,30628
"합계",강북구,송천동,28628,0.90,31809,27871,0.90,30968
"합계",강북구,삼각산동,32900,0.62,53065,32118,0.62,51803
"합계",강북구,우이동,21391,10.28,2081,21076,10.28,2050
"합계",강북구,인수동,32461,3.28,9897,31545,3.28,9617
"합계",도봉구,소계,335631,20.66,16245,327361,20.65,15852
"합계",도봉구,쌍문1동,22364,1.24,18035,22016,1.24,17755
"합계",도봉구,쌍문2동,20025,0.54,37083,19406,0.54,35937
"합계",도봉구,쌍문3동,17262,0.50,34524,16922,0.50,33844
"합계",도봉구,쌍문4동,19811,0.52,38098,19297,0.52,37110
"합계",도봉구,방학1동,30056,0.69,43559,29236,0.69,42371
"합계",도봉구,방학2동,21140,0.74,28568,20473,0.74,27666
"합계",도봉구,방학3동,28782,2.64,10902,27973,2.62,10677
"합계",도봉구,창1동,26271,0.88,29853,25400,0.88,28864
"합계",도봉구,창2동,30498,1.07,28503,29912,1.05,28488
"합계",도봉구,창3동,14777,0.67,22055,14402,0.67,21496
"합계",도봉구,창4동,27873,0.96,29034,27286,0.95,28722
"합계",도봉구,창5동,25802,0.70,36860,25308,0.70,36154
"합계",도봉구,도봉1동,22293,8.72,2557,21810,8.72,2501
"합계",도봉구,도봉2동,28677,0.83,34551,27920,0.83,33639
"합계",노원구,소계,537303,35.44,15162,527032,35.44,14872
"합계",노원구,월계1동,23883,1.16,20589,23085,1.16,19901
"합계",노원구,월계2동,27289,1.94,14066,27615,1.94,14235
"합계",노원구,월계3동,31593,1.17,27003,30790,1.17,26316
"합계",노원구,공릉2동,41071,6.82,6022,40360,6.82,5918
"합계",노원구,하계1동,29305,1.55,18906,27965,1.55,18042
"합계",노원구,하계2동,23318,0.51,45722,22723,0.51,44555
"합계",노원구,중계본동,25875,1.97,13135,24942,1.97,12661
"합계",노원구,중계1동,28061,0.63,44541,27556,0.63,43740
"합계",노원구,중계4동,21324,1.70,12544,20752,1.70,12207
"합계",노원구,상계1동,40121,5.62,7139,39204,5.62,6976
"합계",노원구,상계2동,21220,0.61,34787,20692,0.61,33921
"합계",노원구,상계5동,25483,0.44,57916,24797,0.44,56357
"합계",노원구,상계8동,23953,0.67,35751,22963,0.67,34273
"합계",노원구,상계9동,21919,0.81,27060,21221,0.81,26199
"합계",노원구,상계10동,16619,0.80,20774,17631,0.80,22039
"합계",노원구,상계3.4동,25818,5.62,4594,27184,5.62,4837
"합계",노원구,상계6.7동,34648,1.11,31214,33642,1.11,30308
"합계",노원구,중계2.3동,36763,0.90,40848,35586,0.90,39540
"합계",노원구,공릉1동,39040,1.41,27688,38324,1.41,27180
"합계",은평구,소계,484546,29.71,16308,484043,29.71,16292
"합계",은평구,녹번동,38411,1.79,21459,37815,1.79,21126
"합계",은평구,불광1동,40917,3.13,13073,40022,3.13,12787
"합계",은평구,갈현1동,24536,0.97,25295,23396,0.97,24120
"합계",은평구,갈현2동,30150,0.96,31406,29239,0.96,30457
"합계",은평구,구산동,33804,1.38,24496,32997,1.38,23911
"합계",은평구,대조동,27910,0.85,32835,27579,0.85,32446
"합계",은평구,응암1동,25654,1.20,21378,31265,1.20,26054
"합계",은평구,응암2동,25466,0.78,32649,27776,0.78,35610
"합계",은평구,신사1동,28570,0.84,34012,27776,0.84,33067
"합계",은평구,신사2동,21875,1.00,21875,20945,1.00,20945
"합계",은평구,증산동,16172,0.81,19965,15487,0.81,19120
"합계",은평구,수색동,8952,1.29,6940,11258,1.29,8727
"합계",은평구,진관동,58006,11.53,5031,57256,11.53,4966
"합계",은평구,불광2동,29552,1.38,21414,28740,1.38,20826
"합계",은평구,응암3동,26081,0.63,41398,25553,0.63,40560
"합계",은평구,역촌동,48490,1.16,41802,46939,1.16,40465
"합계",서대문구,소계,323171,17.63,18335,322952,17.63,18322
"합계",서대문구,천연동,18704,0.97,19282,18049,0.97,18607
"합계",서대문구,홍제1동,24997,1.23,20323,24604,1.23,20003
"합계",서대문구,홍제3동,16420,0.81,20272,15983,1.05,15222
"합계",서대문구,홍제2동,14570,1.05,13876,14334,0.81,17696
"합계",서대문구,홍은1동,22902,1.58,14495,23266,1.58,14725
"합계",서대문구,홍은2동,28394,2.06,13783,27734,2.06,13463
"합계",서대문구,남가좌1동,16918,0.51,33173,16141,0.51,31649
"합계",서대문구,남가좌2동,25947,0.77,33697,30996,0.77,40255
"합계",서대문구,북가좌1동,19160,0.55,34836,18557,0.55,33740
"합계",서대문구,북가좌2동,33810,0.84,40250,32947,0.84,39223
"합계",서대문구,충현동,18113,1.12,16172,21229,1.12,18954
"합계",서대문구,북아현동,17525,0.46,38098,16956,0.46,36861
"합계",서대문구,신촌동,24372,2.63,9267,23051,2.63,8765
"합계",서대문구,연희동,41339,3.05,13554,39105,3.05,12821
"합계",마포구,소계,385925,23.85,16180,381858,23.85,16011
"합계",마포구,용강동,22441,0.84,26715,22257,0.84,26496
"합계",마포구,대흥동,13575,0.88,15426,15863,0.87,18233
"합계",마포구,염리동,13486,0.43,31363,12864,0.44,29236
"합계",마포구,신수동,23877,0.78,30612,23606,0.78,30264
"합계",마포구,서교동,25997,1.65,15756,26981,1.65,16352
"합계",마포구,합정동,19153,1.72,11135,18576,1.72,10800
"합계",마포구,망원1동,21856,1.13,19342,21113,1.13,18684
"합계",마포구,망원2동,19386,0.67,28934,19216,0.67,28681
"합계",마포구,연남동,16953,0.64,26489,16682,0.64,26066
"합계",마포구,성산1동,20164,0.80,25205,19679,0.80,24599
"합계",마포구,성산2동,41531,2.07,20063,40669,2.07,19647
"합계",마포구,상암동,32882,8.40,3915,31997,8.40,3809
"합계",마포구,도화동,22594,0.62,36442,21998,0.62,35481
"합계",마포구,서강동,26163,1.45,18043,25386,1.45,17508
"합계",마포구,공덕동,40509,1.01,40108,38750,1.01,38366
"합계",마포구,아현동,25358,0.76,33366,26221,0.76,34501
"합계",양천구,소계,462285,17.41,26559,457781,17.41,26301
"합계",양천구,목1동,32173,1.41,22818,31727,1.41,22501
"합계",양천구,목2동,31477,1.03,30560,30705,1.03,29811
"합계",양천구,목3동,23095,0.53,43575,22643,0.53,42723
"합계",양천구,목4동,26909,0.57,47209,26190,0.57,45947
"합계",양천구,신월1동,21773,0.65,33497,21246,0.65,32686
"합계",양천구,신월2동,22126,0.61,36272,21520,0.61,35279
"합계",양천구,신월3동,16719,0.87,19217,15965,0.87,18351
"합계",양천구,신월4동,19026,0.52,36588,18487,0.52,35552
"합계",양천구,신월5동,15570,0.69,22565,15189,0.69,22013
"합계",양천구,신월6동,6615,0.41,16134,13798,0.41,33654
"합계",양천구,신월7동,21602,1.19,18153,20651,1.19,17354
"합계",양천구,신정1동,21627,0.70,30896,21074,0.70,30106
"합계",양천구,신정2동,20685,0.52,39779,20207,0.52,38860
"합계",양천구,신정3동,48151,2.72,17703,46787,2.72,17201
"합계",양천구,신정6동,25304,0.96,26358,25038,0.96,26081
"합계",양천구,신정7동,30904,1.21,25540,30075,1.21,24855
"합계",양천구,목5동,42948,1.81,23728,42288,1.81,23364
"합계",양천구,신정4동,35581,1.01,35229,34191,1.01,33852
"합계",강서구,소계,598273,41.44,14438,585901,41.44,14140
"합계",강서구,염창동,42579,1.74,24471,42017,1.74,24148
"합계",강서구,등촌1동,23717,0.59,40198,24338,0.64,38028
"합계",강서구,등촌2동,21868,0.92,23770,21216,0.92,23061
"합계",강서구,등촌3동,32506,0.79,41147,31660,0.79,40076
"합계",강서구,화곡본동,35918,1.11,32359,34981,0.98,35695
"합계",강서구,화곡2동,19487,0.47,41462,18727,0.45,41616
"합계",강서구,화곡3동,22710,0.51,44529,21938,0.53,41392
"합계",강서구,화곡4동,22044,0.82,26883,21413,0.82,26113
"합계",강서구,화곡6동,25118,1.12,22427,25133,1.11,22642
"합계",강서구,화곡8동,26509,0.53,50017,25674,0.53,48442
"합계",강서구,가양1동,34154,4.70,7267,34540,4.70,7349
"합계",강서구,가양2동,15140,1.00,15140,14588,1.00,14588
"합계",강서구,가양3동,16199,0.99,16363,15583,0.50,31166
"합계",강서구,발산1동,38507,2.96,13009,37530,2.94,12765
"합계",강서구,공항동,28261,10.87,2600,27627,10.87,2542
"합계",강서구,방화1동,45668,1.04,43912,44550,1.48,30101
"합계",강서구,방화2동,24051,6.41,3752,23442,6.41,3657
"합계",강서구,방화3동,24467,2.38,10280,23577,2.55,9246
"합계",강서구,화곡1동,54562,1.12,48716,53380,1.12,47661
"합계",강서구,우장산동,44808,1.36,32947,43987,1.36,32343
"합계",구로구,소계,439371,20.12,21837,432488,20.12,21496
"합계",구로구,신도림동,37188,1.47,25298,36494,1.47,24826
"합계",구로구,구로1동,22097,1.02,21664,21632,1.02,21208
"합계",구로구,구로3동,26290,1.02,25775,25722,1.02,25218
"합계",구로구,구로4동,26219,0.46,56998,25031,0.46,54415
"합계",구로구,구로5동,33426,1.03,32452,32339,1.03,31397
"합계",구로구,고척1동,24182,1.16,20847,23547,1.16,20299
"합계",구로구,고척2동,28950,1.02,28382,27853,1.02,27307
"합계",구로구,개봉2동,33036,0.80,41295,32218,0.80,40273
"합계",구로구,개봉3동,22005,0.81,27167,21284,0.81,26277
"합계",구로구,오류1동,23295,0.59,39483,23360,0.59,39593
"합계",구로구,수궁동,24890,2.67,9322,24297,2.67,9100
"합계",구로구,가리봉동,15250,0.40,38125,14263,0.40,35658
"합계",구로구,구로2동,35208,1.76,20005,33050,1.76,18778
"합계",구로구,개봉1동,33835,1.31,25828,35239,1.31,26900
"합계",구로구,오류2동,53500,4.60,11630,39755,3.20,12423
"합계",구로구,항동,-,-,-,16404,1.40,11717
"합계",금천구,소계,251820,13.02,19341,247835,13.02,19035
"합계",금천구,가산동,24455,2.52,9704,25973,2.52,10307
"합계",금천구,독산1동,43840,2.09,20976,44191,2.09,21144
"합계",금천구,독산2동,21405,0.60,35675,20666,0.60,34443
"합계",금천구,독산3동,29916,0.92,32517,28535,0.92,31016
"합계",금천구,독산4동,18227,0.59,30893,17464,0.59,29600
"합계",금천구,시흥1동,36706,1.71,21465,35781,1.71,20925
"합계",금천구,시흥2동,22659,1.26,17983,22092,1.26,17533
"합계",금천구,시흥3동,11524,1.07,10770,11285,1.07,10547
"합계",금천구,시흥4동,22216,0.87,25536,21520,0.87,24736
"합계",금천구,시흥5동,20872,1.39,15016,20328,1.39,14624
"합계",영등포구,소계,400986,24.55,16334,407367,24.55,16595
"합계",영등포구,여의동,34598,8.40,4119,34463,8.40,4103
"합계",영등포구,당산1동,21524,0.75,28699,21197,0.75,28263
"합계",영등포구,당산2동,36324,1.55,23435,38011,1.55,24523
"합계",영등포구,양평1동,18263,0.88,20753,17702,0.88,20116
"합계",영등포구,양평2동,22802,3.00,7601,22603,3.00,7534
"합계",영등포구,신길1동,19750,0.66,29924,19167,0.66,29041
"합계",영등포구,신길3동,18727,0.52,36013,18086,0.52,34781
"합계",영등포구,신길4동,9985,0.35,28529,12974,0.38,34142
"합계",영등포구,신길5동,10670,0.47,22702,12496,0.47,26587
"합계",영등포구,신길6동,19434,0.68,28579,19071,0.65,29340
"합계",영등포구,신길7동,17075,0.64,26680,20494,0.64,32022
"합계",영등포구,대림1동,16332,0.49,33331,17751,0.49,36227
"합계",영등포구,대림2동,21370,0.55,38855,19776,0.55,35956
"합계",영등포구,대림3동,28638,0.95,30145,26973,0.95,28393
"합계",영등포구,영등포본동,24813,1.02,24326,23790,1.02,23324
"합계",영등포구,영등포동,27166,1.26,21560,28749,1.26,22817
"합계",영등포구,도림동,21552,0.89,24216,20665,0.89,23219
"합계",영등포구,문래동,31963,1.49,21452,33399,1.49,22415
"합계",동작구,소계,408912,16.35,25003,401572,16.35,24555
"합계",동작구,노량진2동,13789,0.64,21545,13512,0.64,21113
"합계",동작구,상도1동,48153,1.51,31889,46840,1.51,31020
"합계",동작구,상도2동,29270,0.98,29867,28162,0.98,28737
"합계",동작구,상도3동,26041,0.60,43402,25416,0.60,42360
"합계",동작구,상도4동,29893,0.75,39857,29306,0.75,39075
"합계",동작구,사당1동,24026,0.79,30413,23632,0.79,29914
"합계",동작구,사당3동,26034,0.92,28298,25244,0.92,27439
"합계",동작구,사당4동,14921,0.38,39266,14599,0.38,38418
"합계",동작구,사당5동,12886,0.57,22607,14811,0.57,25984
"합계",동작구,대방동,40177,1.55,25921,39172,1.55,25272
"합계",동작구,신대방1동,26599,0.62,42902,25823,0.62,41650
"합계",동작구,신대방2동,20719,1.03,20116,20466,1.03,19870
"합계",동작구,흑석동,35551,1.68,21161,34544,1.68,20562
"합계",동작구,노량진1동,32563,1.58,20609,32387,1.58,20498
"합계",동작구,사당2동,28290,2.75,10287,27658,2.75,10057
"합계",관악구,소계,517334,29.57,17496,509803,29.57,17241
"합계",관악구,보라매동,26496,0.76,34863,25278,0.76,33261
"합계",관악구,청림동,16286,0.30,54287,15711,0.30,52370
"합계",관악구,행운동,30061,0.72,41751,29799,0.72,41388
"합계",관악구,낙성대동,17623,2.27,7763,17579,2.27,7744
"합계",관악구,중앙동,15895,0.39,40756,15758,0.39,40405
"합계",관악구,인헌동,27088,1.08,25081,26500,1.08,24537
"합계",관악구,남현동,18980,3.27,5804,18598,3.27,5687
"합계",관악구,서원동,24068,0.65,37028,23565,0.65,36254
"합계",관악구,신원동,19742,0.55,35895,19290,0.55,35073
"합계",관악구,서림동,24339,0.99,24585,24410,0.99,24657
"합계",관악구,신사동,25960,0.64,40563,25426,0.64,39728
"합계",관악구,신림동,22525,0.54,41713,22667,0.54,41976
"합계",관악구,난향동,16394,0.80,20493,15915,0.80,19894
"합계",관악구,조원동,19579,0.67,29222,19232,0.67,28704
"합계",관악구,대학동,24457,8.30,2947,24907,8.30,3001
"합계",관악구,은천동,35337,0.78,45304,34595,0.78,44353
"합계",관악구,성현동,31175,0.68,45846,30472,0.68,44812
"합계",관악구,청룡동,34440,1.18,29186,36325,1.18,30784
"합계",관악구,난곡동,28912,0.96,30117,28054,0.96,29223
"합계",관악구,삼성동,25226,2.66,9483,23935,2.66,8998
"합계",관악구,미성동,32751,1.38,23733,31787,1.38,23034
"합계",서초구,소계,435107,46.98,9261,429025,46.98,9132
"합계",서초구,서초1동,21579,1.42,15196,21187,1.42,14920
"합계",서초구,서초2동,18837,1.24,15191,21731,1.24,17525
"합계",서초구,서초3동,30951,2.93,10563,32307,2.93,11026
"합계",서초구,서초4동,31988,0.88,36350,31718,0.88,36043
"합계",서초구,잠원동,35131,1.76,19961,28532,1.76,16211
"합계",서초구,반포본동,12190,1.01,12069,11991,1.01,11872
"합계",서초구,반포1동,33237,1.00,33237,32630,1.00,32630
"합계",서초구,반포2동,16385,1.35,12137,16240,1.35,12030
"합계",서초구,반포3동,20390,1.28,15930,22412,1.28,17509
"합계",서초구,반포4동,20232,1.43,14148,19977,1.43,13970
"합계",서초구,방배본동,21585,0.67,32216,21293,0.67,31781
"합계",서초구,방배1동,17524,0.70,25034,17381,0.70,24830
"합계",서초구,방배2동,20958,1.93,10859,20404,1.93,10572
"합계",서초구,방배3동,22455,2.40,9356,21441,2.40,8934
"합계",서초구,방배4동,24083,0.98,24574,24036,0.98,24527
"합계",서초구,양재1동,45940,5.76,7976,44890,5.76,7793
"합계",서초구,양재2동,23161,7.58,3056,22709,7.58,2996
"합계",서초구,내곡동,18481,12.68,1457,18146,12.68,1431
"합계",강남구,소계,550209,39.50,13929,544055,39.50,13773
"합계",강남구,신사동,17546,1.89,9284,16914,1.89,8949
"합계",강남구,논현1동,23792,1.25,19034,23734,1.25,18987
"합계",강남구,논현2동,21904,1.47,14901,21997,1.47,14964
"합계",강남구,삼성1동,14920,1.94,7691,13600,1.94,7010
"합계",강남구,삼성2동,30674,1.24,24737,30368,1.24,24490
"합계",강남구,대치1동,25302,0.79,32028,24922,0.79,31547
"합계",강남구,대치4동,20822,0.73,28523,20744,0.73,28416
"합계",강남구,역삼1동,37002,2.35,15746,36771,2.35,15647
"합계",강남구,역삼2동,37336,1.15,32466,37291,1.15,32427
"합계",강남구,도곡1동,22626,1.02,22182,22227,1.02,21791
"합계",강남구,도곡2동,34437,1.02,33762,34042,1.02,33375
"합계",강남구,개포1동,6920,1.27,5449,6670,1.27,5252
"합계",강남구,개포4동,18405,1.49,12352,22765,1.49,15279
"합계",강남구,일원본동,24399,2.58,9457,23945,2.58,9281
"합계",강남구,일원1동,16438,0.92,17867,15827,0.92,17203
"합계",강남구,일원2동,18160,1.24,14645,17709,1.24,14281
"합계",강남구,수서동,15934,1.43,11143,15299,1.43,10699
"합계",강남구,세곡동,45064,6.36,7086,44475,6.36,6993
"합계",강남구,압구정동,27712,2.53,10953,27440,2.53,10846
"합계",강남구,청담동,30120,2.33,12927,27266,2.33,11702
"합계",강남구,대치2동,38647,2.00,19324,37752,2.00,18876
"합계",강남구,개포2동,22049,2.51,8784,22297,2.51,8883
"합계",송파구,소계,682741,33.87,20156,673926,33.87,19896
"합계",송파구,풍납1동,15518,0.77,20153,14585,0.77,18942
"합계",송파구,풍납2동,25288,1.59,15904,25703,1.59,16165
"합계",송파구,거여1동,13221,0.51,25924,13077,0.51,25641
"합계",송파구,거여2동,16921,0.53,31926,19330,0.53,36472
"합계",송파구,마천1동,20764,0.58,35800,19909,0.58,34326
"합계",송파구,마천2동,20242,0.89,22744,19719,0.89,22156
"합계",송파구,방이1동,16524,0.50,33048,16298,0.50,32596
"합계",송파구,방이2동,26044,0.80,32555,26675,0.80,33344
"합계",송파구,오륜동,18864,3.17,5951,18495,3.17,5834
"합계",송파구,오금동,41067,1.65,24889,39668,1.65,24041
"합계",송파구,송파1동,26026,0.79,32944,25190,0.79,31886
"합계",송파구,송파2동,20862,0.53,39362,20800,0.53,39245
"합계",송파구,석촌동,34309,0.95,36115,33166,0.95,34912
"합계",송파구,삼전동,32613,0.95,34329,31839,0.95,33515
"합계",송파구,가락본동,27876,1.13,24669,27368,1.13,24219
